,probab,iandj,TF,G,typ,sub,true_y
68,0.5521871745586395, iandj ,G10,G285, test_pos , MI,0
69,0.5521871745586395, iandj ,G10,G179, test_pos , MI,0
70,0.5389093458652496, iandj ,G11,G39, test_pos , MI,0
71,0.6503967940807343, iandj ,G3,G6, test_pos , MI,0
72,0.7638871967792511, iandj ,G92,G2041, test_pos , MI,1
73,0.5575051903724669, iandj ,G7,G208, test_pos , MI,0
74,0.5423408150672913, iandj ,G55,G1033, test_pos , MI,1
75,0.7470517754554749, iandj ,G224,G1545, test_pos , MI,1
76,0.5362867414951324, iandj ,G2,G278, test_pos , MI,0
77,0.7625595033168793, iandj ,G55,G887, test_pos , MI,1
78,0.7536532580852509, iandj ,G255,G398, test_pos , MI,1
79,0.5275996923446655, iandj ,G23,G333, test_pos , MI,0
80,0.5581250190734863, iandj ,G8,G82, test_pos , MI,0
81,0.5575051903724669, iandj ,G7,G244, test_pos , MI,0
82,0.5275996923446655, iandj ,G4,G23, test_pos , MI,0
83,0.587924063205719, iandj ,G144,G587, test_pos , MI,1
84,0.5333755612373352, iandj ,G8,G299, test_pos , MI,0
85,0.7608077526092529, iandj ,G55,G681, test_pos , MI,1
86,0.5400565266609192, iandj ,G23,G55, test_pos , MI,1
87,0.7587830126285553, iandj ,G219,G1847, test_pos , MI,1
88,0.5576521456241608, iandj ,G188,G281, test_pos , MI,0
89,0.7580727338790894, iandj ,G145,G1051, test_pos , MI,1
90,0.6122510433197021, iandj ,G169,G1221, test_pos , MI,1
91,0.5694575309753418, iandj ,G55,G2264, test_pos , MI,1
92,0.5387646853923798, iandj ,G2,G247, test_pos , MI,0
93,0.5849696099758148, iandj ,G268,G1395, test_pos , MI,1
94,0.5445276200771332, iandj ,G110,G2074, test_pos , MI,1
95,0.5802102386951447, iandj ,G73,G1932, test_pos , MI,1
96,0.5381143391132355, iandj ,G4,G166, test_pos , MI,0
97,0.759613573551178, iandj ,G55,G797, test_pos , MI,1
98,0.5435875058174133, iandj ,G6,G22, test_pos , MI,0
99,0.5710287094116211, iandj ,G10,G216, test_pos , MI,0
100,0.5521871745586395, iandj ,G2,G10, test_pos , MI,0
101,0.5576521456241608, iandj ,G8,G281, test_pos , MI,0
102,0.5362867414951324, iandj ,G2,G162, test_pos , MI,0
103,0.5413908660411835, iandj ,G83,G1145, test_pos , MI,1
104,0.5551974177360535, iandj ,G55,G492, test_pos , MI,1
105,0.5573820769786835, iandj ,G7,G235, test_pos , MI,0
106,0.5869185030460358, iandj ,G333,G2141, test_pos , MI,1
107,0.5575051903724669, iandj ,G7,G121, test_pos , MI,0
108,0.5387646853923798, iandj ,G4,G247, test_pos , MI,0
109,0.6744450032711029, iandj ,G31,G2234, test_pos , MI,1
110,0.5350131094455719, iandj ,G8,G151, test_pos , MI,0
111,0.5575051903724669, iandj ,G7,G48, test_pos , MI,0
112,0.5400565266609192, iandj ,G55,G1340, test_pos , MI,1
113,0.6251656413078308, iandj ,G6,G279, test_pos , MI,0
114,0.5727668404579163, iandj ,G6,G84, test_pos , MI,0
115,0.5785807073116302, iandj ,G7,G303, test_pos , MI,0
116,0.7015706896781921, iandj ,G55,G1827, test_pos , MI,1
117,0.5389093458652496, iandj ,G8,G11, test_pos , MI,0
118,0.5356455445289612, iandj ,G4,G1029, test_pos , MI,1
119,0.5339010953903198, iandj ,G8,G271, test_pos , MI,0
120,0.5753326714038849, iandj ,G92,G2287, test_pos , MI,1
121,0.6409500539302826, iandj ,G55,G2258, test_pos , MI,1
122,0.5521871745586395, iandj ,G10,G264, test_pos , MI,0
123,0.7799972295761108, iandj ,G144,G1216, test_pos , MI,1
124,0.7638871967792511, iandj ,G333,G2041, test_pos , MI,1
125,0.7685106694698334, iandj ,G188,G1119, test_pos , MI,1
126,0.5445810258388519, iandj ,G220,G678, test_pos , MI,1
127,0.5400565266609192, iandj ,G55,G204, test_pos , MI,1
128,0.5613333582878113, iandj ,G4,G330, test_pos , MI,0
129,0.6192337274551392, iandj ,G224,G1485, test_pos , MI,1
130,0.5419983267784119, iandj ,G192,G255, test_pos , MI,0
131,0.6503967940807343, iandj ,G3,G23, test_pos , MI,0
132,0.5363332033157349, iandj ,G4,G92, test_pos , MI,0
133,0.54117551445961, iandj ,G6,G144, test_pos , MI,0
134,0.6884173452854156, iandj ,G92,G1631, test_pos , MI,1
135,0.5674118101596832, iandj ,G244,G2392, test_pos , MI,1
136,0.5521871745586395, iandj ,G10,G113, test_pos , MI,0
137,0.7394734025001526, iandj ,G192,G769, test_pos , MI,1
138,0.752172201871872, iandj ,G205,G2424, test_pos , MI,1
139,0.5453400909900665, iandj ,G6,G268, test_pos , MI,0
140,0.5575051903724669, iandj ,G7,G264, test_pos , MI,0
141,0.5521871745586395, iandj ,G10,G258, test_pos , MI,0
142,0.54985710978508, iandj ,G66,G1645, test_pos , MI,1
143,0.6447655260562897, iandj ,G3,G279, test_pos , MI,0
144,0.5362867414951324, iandj ,G2,G72, test_pos , MI,0
145,0.6150251328945159, iandj ,G6,G178, test_pos , MI,0
146,0.5441794395446777, iandj ,G323,G1246, test_pos , MI,1
147,0.5423330366611481, iandj ,G44,G160, test_pos , MI,1
148,0.541102945804596, iandj ,G4,G89, test_pos , MI,0
149,0.5539816319942474, iandj ,G192,G678, test_pos , MI,1
150,0.5362867414951324, iandj ,G2,G109, test_pos , MI,0
151,0.5435067713260651, iandj ,G2,G221, test_pos , MI,0
152,0.5521871745586395, iandj ,G10,G99, test_pos , MI,0
153,0.541102945804596, iandj ,G4,G74, test_pos , MI,0
154,0.541102945804596, iandj ,G4,G232, test_pos , MI,0
155,0.7494885027408599, iandj ,G282,G534, test_pos , MI,1
156,0.7392384111881256, iandj ,G219,G431, test_pos , MI,1
157,0.5575051903724669, iandj ,G7,G315, test_pos , MI,0
158,0.5347472429275513, iandj ,G8,G244, test_pos , MI,0
159,0.7518965005874634, iandj ,G192,G1844, test_pos , MI,1
160,0.7707317769527435, iandj ,G2,G164, test_pos , MI,0
161,0.6503967940807343, iandj ,G3,G328, test_pos , MI,0
162,0.5837613046169281, iandj ,G197,G824, test_pos , MI,1
163,0.6017362773418427, iandj ,G84,G700, test_pos , MI,1
164,0.5347862541675568, iandj ,G8,G220, test_pos , MI,0
165,0.6028034090995789, iandj ,G221,G1355, test_pos , MI,1
166,0.5575051903724669, iandj ,G7,G107, test_pos , MI,0
167,0.6504295766353607, iandj ,G6,G58, test_pos , MI,0
168,0.7337522506713867, iandj ,G305,G1091, test_pos , MI,1
169,0.7603240013122559, iandj ,G333,G1973, test_pos , MI,1
170,0.6503967940807343, iandj ,G3,G145, test_pos , MI,0
171,0.5752855539321899, iandj ,G223,G1917, test_pos , MI,1
172,0.5991189777851105, iandj ,G313,G1035, test_pos , MI,1
173,0.5362867414951324, iandj ,G2,G66, test_pos , MI,0
174,0.5360564291477203, iandj ,G6,G220, test_pos , MI,0
175,0.5760072767734528, iandj ,G6,G183, test_pos , MI,0
176,0.6844660937786102, iandj ,G73,G2325, test_pos , MI,1
177,0.5384320020675659, iandj ,G2,G138, test_pos , MI,0
178,0.7351047694683075, iandj ,G268,G1525, test_pos , MI,1
179,0.6503967940807343, iandj ,G3,G86, test_pos , MI,0
180,0.5521871745586395, iandj ,G10,G278, test_pos , MI,0
181,0.7580727338790894, iandj ,G55,G1051, test_pos , MI,1
182,0.7635235786437988, iandj ,G268,G2321, test_pos , MI,1
183,0.6026965081691742, iandj ,G244,G995, test_pos , MI,1
184,0.5362867414951324, iandj ,G2,G326, test_pos , MI,0
185,0.5575051903724669, iandj ,G7,G333, test_pos , MI,0
186,0.5576521456241608, iandj ,G281,G319, test_pos , MI,1
187,0.5785807073116302, iandj ,G55,G303, test_pos , MI,1
188,0.5461918711662292, iandj ,G4,G119, test_pos , MI,0
189,0.6503967940807343, iandj ,G3,G284, test_pos , MI,0
190,0.6466265916824341, iandj ,G169,G1212, test_pos , MI,1
191,0.7358208894729614, iandj ,G55,G1934, test_pos , MI,1
192,0.5599585473537445, iandj ,G281,G2392, test_pos , MI,1
193,0.6763799786567687, iandj ,G147,G809, test_pos , MI,1
194,0.6503967940807343, iandj ,G3,G96, test_pos , MI,0
195,0.5497189462184906, iandj ,G6,G235, test_pos , MI,0
196,0.5483817160129547, iandj ,G4,G282, test_pos , MI,0
197,0.7423814833164215, iandj ,G281,G659, test_pos , MI,1
198,0.5453400909900665, iandj ,G268,G1730, test_pos , MI,1
199,0.7648974359035492, iandj ,G255,G2303, test_pos , MI,1
200,0.6884173452854156, iandj ,G83,G1631, test_pos , MI,1
201,0.6503968238830566, iandj ,G3,G92, test_pos , MI,0
202,0.5502134561538696, iandj ,G4,G251, test_pos , MI,0
203,0.7588073313236237, iandj ,G23,G890, test_pos , MI,1
204,0.5497236549854279, iandj ,G333,G480, test_pos , MI,1
205,0.5774603486061096, iandj ,G8,G73, test_pos , MI,0
206,0.5521871745586395, iandj ,G10,G208, test_pos , MI,0
207,0.5575051903724669, iandj ,G7,G99, test_pos , MI,0
208,0.6436772644519806, iandj ,G8,G58, test_pos , MI,0
209,0.5362867414951324, iandj ,G2,G202, test_pos , MI,0
210,0.7404541969299316, iandj ,G99,G1394, test_pos , MI,1
211,0.5419983267784119, iandj ,G192,G2073, test_pos , MI,1
212,0.6791957914829254, iandj ,G313,G847, test_pos , MI,1
213,0.5288230776786804, iandj ,G4,G8, test_pos , MI,0
214,0.7351047694683075, iandj ,G333,G1525, test_pos , MI,1
215,0.7648908793926239, iandj ,G55,G1250, test_pos , MI,1
216,0.5439859628677368, iandj ,G188,G254, test_pos , MI,1
217,0.7564369440078735, iandj ,G268,G1212, test_pos , MI,1
218,0.6191257238388062, iandj ,G268,G1290, test_pos , MI,1
219,0.5631807744503021, iandj ,G10,G147, test_pos , MI,0
220,0.5521871745586395, iandj ,G10,G36, test_pos , MI,0
221,0.5439859628677368, iandj ,G4,G254, test_pos , MI,0
222,0.6503967940807343, iandj ,G3,G280, test_pos , MI,0
223,0.7701356410980225, iandj ,G55,G2117, test_pos , MI,1
224,0.5360564291477203, iandj ,G6,G39, test_pos , MI,0
225,0.6153110861778259, iandj ,G333,G1427, test_pos , MI,1
226,0.5521871745586395, iandj ,G10,G116, test_pos , MI,0
227,0.5502134561538696, iandj ,G8,G251, test_pos , MI,0
228,0.5416980087757111, iandj ,G2,G128, test_pos , MI,0
229,0.5433753430843353, iandj ,G55,G1802, test_pos , MI,1
230,0.7602705657482147, iandj ,G220,G925, test_pos , MI,1
231,0.5538517534732819, iandj ,G10,G449, test_pos , MI,1
232,0.5397277176380157, iandj ,G55,G1036, test_pos , MI,1
233,0.7032792270183563, iandj ,G313,G1743, test_pos , MI,1
234,0.5356455445289612, iandj ,G333,G1029, test_pos , MI,1
235,0.5986474752426147, iandj ,G6,G13, test_pos , MI,0
236,0.5521871745586395, iandj ,G10,G1775, test_pos , MI,1
237,0.5963346064090729, iandj ,G10,G1712, test_pos , MI,1
238,0.5288230776786804, iandj ,G8,G23, test_pos , MI,0
239,0.5367468595504761, iandj ,G8,G61, test_pos , MI,0
240,0.5836135447025299, iandj ,G138,G991, test_pos , MI,1
241,0.5935651957988739, iandj ,G303,G480, test_pos , MI,1
242,0.5521871745586395, iandj ,G10,G150, test_pos , MI,0
243,0.5363332033157349, iandj ,G92,G1705, test_pos , MI,1
244,0.5521871745586395, iandj ,G10,G219, test_pos , MI,1
245,0.5517871677875519, iandj ,G6,G260, test_pos , MI,0
246,0.5940471589565277, iandj ,G274,G538, test_pos , MI,1
247,0.5362867414951324, iandj ,G2,G299, test_pos , MI,0
248,0.7638871967792511, iandj ,G255,G2041, test_pos , MI,1
249,0.5927497148513794, iandj ,G313,G2072, test_pos , MI,1
250,0.5912317037582397, iandj ,G4,G169, test_pos , MI,0
251,0.5305790901184082, iandj ,G8,G118, test_pos , MI,0
252,0.5362867414951324, iandj ,G2,G187, test_pos , MI,0
253,0.541102945804596, iandj ,G4,G167, test_pos , MI,0
254,0.7394734025001526, iandj ,G333,G769, test_pos , MI,1
255,0.7406403124332428, iandj ,G55,G702, test_pos , MI,1
256,0.5386437475681305, iandj ,G89,G1246, test_pos , MI,1
257,0.6142253577709198, iandj ,G89,G796, test_pos , MI,1
258,0.6187186539173126, iandj ,G178,G1177, test_pos , MI,1
259,0.5389093458652496, iandj ,G11,G74, test_pos , MI,0
260,0.531626433134079, iandj ,G8,G86, test_pos , MI,0
261,0.6503967940807343, iandj ,G3,G125, test_pos , MI,0
262,0.5404551029205322, iandj ,G2,G305, test_pos , MI,0
263,0.540922224521637, iandj ,G4,G48, test_pos , MI,0
264,0.5453400909900665, iandj ,G2,G268, test_pos , MI,0
265,0.5400565266609192, iandj ,G55,G2000, test_pos , MI,1
266,0.7518069744110107, iandj ,G281,G2404, test_pos , MI,1
267,0.760202020406723, iandj ,G219,G413, test_pos , MI,1
268,0.5360564291477203, iandj ,G6,G162, test_pos , MI,0
269,0.5521871745586395, iandj ,G10,G271, test_pos , MI,0
270,0.5404551029205322, iandj ,G6,G305, test_pos , MI,0
271,0.5275996923446655, iandj ,G23,G1705, test_pos , MI,1
272,0.5488619208335876, iandj ,G305,G2125, test_pos , MI,1
273,0.7598052322864532, iandj ,G260,G2330, test_pos , MI,1
274,0.7694660723209381, iandj ,G55,G539, test_pos , MI,1
275,0.5369605720043182, iandj ,G4,G289, test_pos , MI,0
276,0.5341892540454865, iandj ,G92,G1332, test_pos , MI,1
277,0.6980850696563721, iandj ,G313,G965, test_pos , MI,1
278,0.5785807073116302, iandj ,G23,G303, test_pos , MI,1
279,0.592749685049057, iandj ,G8,G313, test_pos , MI,0
280,0.538941502571106, iandj ,G125,G209, test_pos , MI,1
281,0.5575051903724669, iandj ,G7,G247, test_pos , MI,0
282,0.5521871745586395, iandj ,G10,G187, test_pos , MI,0
283,0.6233928799629211, iandj ,G244,G796, test_pos , MI,1
284,0.5575051903724669, iandj ,G7,G221, test_pos , MI,0
285,0.7277128100395203, iandj ,G86,G2334, test_pos , MI,1
286,0.5575051903724669, iandj ,G7,G150, test_pos , MI,0
287,0.5838592350482941, iandj ,G55,G2302, test_pos , MI,1
288,0.5521871745586395, iandj ,G10,G128, test_pos , MI,0
289,0.5440699458122253, iandj ,G6,G61, test_pos , MI,0
290,0.7557713687419891, iandj ,G268,G593, test_pos , MI,1
291,0.5360564291477203, iandj ,G2,G6, test_pos , MI,0
292,0.5986540019512177, iandj ,G7,G313, test_pos , MI,0
293,0.5327035784721375, iandj ,G333,G1019, test_pos , MI,1
294,0.5837612748146057, iandj ,G140,G824, test_pos , MI,1
295,0.5382848083972931, iandj ,G4,G323, test_pos , MI,0
296,0.5360564291477203, iandj ,G6,G283, test_pos , MI,0
297,0.7637949883937836, iandj ,G255,G1589, test_pos , MI,1
298,0.5558610260486603, iandj ,G4,G31, test_pos , MI,0
299,0.6388108730316162, iandj ,G86,G1058, test_pos , MI,1
300,0.7666983008384705, iandj ,G144,G437, test_pos , MI,1
301,0.5521871745586395, iandj ,G10,G326, test_pos , MI,0
302,0.6306695640087128, iandj ,G55,G495, test_pos , MI,1
303,0.5630970597267151, iandj ,G268,G1371, test_pos , MI,1
304,0.5411304533481598, iandj ,G6,G56, test_pos , MI,0
305,0.7561351954936981, iandj ,G116,G2043, test_pos , MI,1
306,0.5413160026073456, iandj ,G2,G150, test_pos , MI,0
307,0.5544126927852631, iandj ,G140,G422, test_pos , MI,1
308,0.5360564291477203, iandj ,G6,G142, test_pos , MI,0
309,0.5493368208408356, iandj ,G118,G565, test_pos , MI,1
310,0.5575051903724669, iandj ,G7,G152, test_pos , MI,0
311,0.7603678107261658, iandj ,G55,G392, test_pos , MI,1
312,0.6503967940807343, iandj ,G3,G51, test_pos , MI,0
313,0.7561351954936981, iandj ,G255,G2043, test_pos , MI,1
314,0.5445810258388519, iandj ,G116,G678, test_pos , MI,1
315,0.6017611622810364, iandj ,G55,G1551, test_pos , MI,1
316,0.541102945804596, iandj ,G4,G187, test_pos , MI,0
317,0.6127489805221558, iandj ,G223,G1404, test_pos , MI,1
318,0.5495296716690063, iandj ,G235,G1230, test_pos , MI,1
319,0.7525367736816406, iandj ,G55,G1133, test_pos , MI,1
320,0.5384341776371002, iandj ,G2,G174, test_pos , MI,0
321,0.5569898188114166, iandj ,G305,G634, test_pos , MI,1
322,0.5985198318958282, iandj ,G174,G424, test_pos , MI,1
323,0.5389093458652496, iandj ,G11,G448, test_pos , MI,1
324,0.5402184426784515, iandj ,G2,G120, test_pos , MI,0
325,0.6166679561138153, iandj ,G178,G1974, test_pos , MI,1
326,0.5357326865196228, iandj ,G4,G274, test_pos , MI,0
327,0.7549893856048584, iandj ,G116,G2265, test_pos , MI,1
328,0.5681033134460449, iandj ,G55,G1974, test_pos , MI,1
329,0.5391710698604584, iandj ,G118,G1492, test_pos , MI,1
330,0.5362867414951324, iandj ,G2,G152, test_pos , MI,0
331,0.5673564970493317, iandj ,G255,G425, test_pos , MI,1
332,0.5576521456241608, iandj ,G4,G281, test_pos , MI,0
333,0.548310399055481, iandj ,G2,G147, test_pos , MI,0
334,0.6191257238388062, iandj ,G333,G1290, test_pos , MI,1
335,0.7660002410411835, iandj ,G55,G1817, test_pos , MI,1
336,0.6122026741504669, iandj ,G56,G1532, test_pos , MI,1
337,0.5360564291477203, iandj ,G6,G76, test_pos , MI,0
338,0.5453400909900665, iandj ,G268,G1019, test_pos , MI,1
339,0.5521871745586395, iandj ,G10,G223, test_pos , MI,0
340,0.5275996923446655, iandj ,G23,G89, test_pos , MI,1
341,0.5450620949268341, iandj ,G8,G197, test_pos , MI,0
342,0.74539914727211, iandj ,G166,G1772, test_pos , MI,1
343,0.5333755612373352, iandj ,G4,G299, test_pos , MI,0
344,0.5480487644672394, iandj ,G6,G253, test_pos , MI,0
345,0.6821083128452301, iandj ,G313,G488, test_pos , MI,1
346,0.5360564291477203, iandj ,G6,G199, test_pos , MI,0
347,0.5360564291477203, iandj ,G6,G315, test_pos , MI,0
348,0.5719582140445709, iandj ,G92,G2222, test_pos , MI,1
349,0.7394734025001526, iandj ,G282,G769, test_pos , MI,1
350,0.5957501828670502, iandj ,G99,G1146, test_pos , MI,1
351,0.5682097971439362, iandj ,G285,G782, test_pos , MI,1
352,0.5445810258388519, iandj ,G255,G678, test_pos , MI,1
353,0.541102945804596, iandj ,G4,G278, test_pos , MI,0
354,0.7641085684299469, iandj ,G110,G2292, test_pos , MI,1
355,0.6503967940807343, iandj ,G3,G74, test_pos , MI,0
356,0.758335292339325, iandj ,G281,G2117, test_pos , MI,1
357,0.6503967642784119, iandj ,G3,G25, test_pos , MI,0
358,0.5613333582878113, iandj ,G2,G330, test_pos , MI,0
359,0.5362867414951324, iandj ,G2,G210, test_pos , MI,0
360,0.5497189462184906, iandj ,G8,G235, test_pos , MI,0
361,0.5360564291477203, iandj ,G6,G151, test_pos , MI,0
362,0.5394901633262634, iandj ,G99,G333, test_pos , MI,0
363,0.6040240228176117, iandj ,G10,G168, test_pos , MI,0
364,0.5489054918289185, iandj ,G6,G121, test_pos , MI,0
365,0.5305790901184082, iandj ,G4,G118, test_pos , MI,0
366,0.7408469319343567, iandj ,G244,G2217, test_pos , MI,1
367,0.5517871677875519, iandj ,G128,G260, test_pos , MI,0
368,0.5521871745586395, iandj ,G10,G1708, test_pos , MI,1
369,0.5576238036155701, iandj ,G8,G57, test_pos , MI,0
370,0.5360564291477203, iandj ,G6,G110, test_pos , MI,0
371,0.5400565266609192, iandj ,G55,G106, test_pos , MI,1
372,0.57648766040802, iandj ,G305,G408, test_pos , MI,1
373,0.5456729829311371, iandj ,G4,G188, test_pos , MI,0
374,0.6180272400379181, iandj ,G99,G1830, test_pos , MI,1
375,0.7518817484378815, iandj ,G268,G1557, test_pos , MI,1
376,0.5575051903724669, iandj ,G7,G8, test_pos , MI,0
377,0.5575051903724669, iandj ,G7,G289, test_pos , MI,0
378,0.548310399055481, iandj ,G6,G147, test_pos , MI,0
379,0.5478173196315765, iandj ,G4,G103, test_pos , MI,0
380,0.7620956003665924, iandj ,G274,G1566, test_pos , MI,1
381,0.5362867414951324, iandj ,G2,G271, test_pos , MI,0
382,0.5404737591743469, iandj ,G138,G1206, test_pos , MI,1
383,0.6251656413078308, iandj ,G2,G279, test_pos , MI,0
384,0.5458654463291168, iandj ,G11,G2313, test_pos , MI,1
385,0.5499280989170074, iandj ,G10,G268, test_pos , MI,0
386,0.6780169308185577, iandj ,G330,G1898, test_pos , MI,1
387,0.5557861030101776, iandj ,G10,G259, test_pos , MI,0
388,0.5435875058174133, iandj ,G2,G22, test_pos , MI,0
389,0.5575051903724669, iandj ,G7,G232, test_pos , MI,0
390,0.5575051903724669, iandj ,G7,G142, test_pos , MI,0
391,0.7382877171039581, iandj ,G55,G1420, test_pos , MI,1
392,0.745080292224884, iandj ,G23,G992, test_pos , MI,1
393,0.7548940479755402, iandj ,G92,G544, test_pos , MI,1
394,0.5396824777126312, iandj ,G4,G36, test_pos , MI,0
395,0.5400565266609192, iandj ,G55,G236, test_pos , MI,1
396,0.6203360557556152, iandj ,G283,G1090, test_pos , MI,1
397,0.5575051903724669, iandj ,G7,G22, test_pos , MI,0
398,0.5521871745586395, iandj ,G6,G10, test_pos , MI,0
399,0.6165950000286102, iandj ,G303,G1290, test_pos , MI,1
400,0.6122026741504669, iandj ,G4,G1532, test_pos , MI,1
401,0.5362867414951324, iandj ,G2,G220, test_pos , MI,0
402,0.5961806774139404, iandj ,G107,G879, test_pos , MI,1
403,0.5426242351531982, iandj ,G219,G329, test_pos , MI,1
404,0.5350393652915955, iandj ,G140,G1985, test_pos , MI,1
405,0.5868584215641022, iandj ,G223,G1794, test_pos , MI,1
406,0.579383134841919, iandj ,G7,G31, test_pos , MI,0
407,0.5521871745586395, iandj ,G10,G207, test_pos , MI,0
408,0.5950804948806763, iandj ,G55,G2340, test_pos , MI,1
409,0.5360564291477203, iandj ,G6,G23, test_pos , MI,0
410,0.5400565266609192, iandj ,G55,G113, test_pos , MI,1
411,0.6024757921695709, iandj ,G10,G334, test_pos , MI,0
412,0.5583784282207489, iandj ,G10,G57, test_pos , MI,0
413,0.5576521456241608, iandj ,G281,G666, test_pos , MI,1
414,0.5435067713260651, iandj ,G6,G221, test_pos , MI,0
415,0.7603678107261658, iandj ,G247,G392, test_pos , MI,1
416,0.7648974359035492, iandj ,G268,G2303, test_pos , MI,1
417,0.7288861572742462, iandj ,G208,G1280, test_pos , MI,1
418,0.5561144351959229, iandj ,G259,G271, test_pos , MI,0
419,0.7479586601257324, iandj ,G11,G19, test_pos , MI,0
420,0.541102945804596, iandj ,G4,G207, test_pos , MI,0
421,0.7612673342227936, iandj ,G175,G343, test_pos , MI,1
422,0.5419983267784119, iandj ,G8,G192, test_pos , MI,0
423,0.531626433134079, iandj ,G86,G1895, test_pos , MI,1
424,0.5424242615699768, iandj ,G55,G269, test_pos , MI,1
425,0.5755778849124908, iandj ,G268,G480, test_pos , MI,1
426,0.7492997348308563, iandj ,G333,G847, test_pos , MI,1
427,0.5526820421218872, iandj ,G10,G249, test_pos , MI,0
428,0.5963346064090729, iandj ,G274,G1712, test_pos , MI,1
429,0.5912317335605621, iandj ,G2,G169, test_pos , MI,0
430,0.7529767453670502, iandj ,G55,G1398, test_pos , MI,1
431,0.543420821428299, iandj ,G6,G223, test_pos , MI,0
